Title,Release Date,Developer,Publisher,Genre,Age Rating,Platform
Zuma Deluxe,11/22/2005,Oberon Media,Oberon Media,Matching Puzzle,Everyone,PlayStation 3
Star Wars: Episode I Battle for Naboo,3/11/2001,Factor 5,LucasArts,Space Combat Sim,Teen,PC
GrimGrimoire,6/26/2007,Vanillaware,NIS America,Command RTS,Everyone +10,PlayStation 2
Spore,9/7/2008,Maxis,EA Games,Strategy,Everyone +10,PC
Planescape: Torment: Enhanced Edition / Icewind Dale: Enhanced Edition,10/15/2019,Beamdog,Skybound Games,Compilation,Teen,PlayStation 4
Pocketbike Racer,11/19/2006,Blitz Games,King Games,Auto Racing,Everyone,Xbox 360
Wolfenstein: The New Order,5/20/2014,MachineGames,Bethesda Softworks,FPS,Mature,PlayStation 3
LEGO Star Wars: The Complete Saga,11/6/2007,Traveller's Tales,LucasArts,Compilation,Everyone +10,PlayStation 3
Final Fantasy Pixel Remaster,7/28/2021,TOSE,Square Enix,JRPG,Everyone,PC
Sherlock Holmes: Nemesis,4/14/2008,Frogwares,The Adventure Company,First-Person Adventure,Everyone +10,PC
Need for Speed Underground Rivals,3/14/2005,Team Fusion,EA Games,Auto Racing Sim,Everyone,PSP
Mobile Suit Gundam: Crossfire,11/13/2006,Bec,Namco Bandai Games,Vehicle Combat Sim,Teen,PlayStation 3
DreamWorks Shrek Forever After,5/18/2010,Xpec,Activision,Action Adventure,Everyone +10,DS
Apex Construct,2/20/2018,Fast Travel Games,Fast Travel Games,Light Gun,Everyone +10,PlayStation 4
Persona 4 Arena,8/7/2012,Arc System Works,Atlus,2D Fighting,Teen,PlayStation 3
Dragon Ball Z: Budokai Tenkaichi 3,12/3/2007,Spike,Atari SA,3D Fighting,Teen,PlayStation 2
Planetary Annihilation,7/18/2014,Planetary Annihilation Inc,Nordic Games Publishing,Command RTS,Everyone +10,PC
Magrunner: Dark Pulse,6/20/2013,Frogwares,Focus Home Interactive,Action Puzzle,Mature,PlayStation 3
Duke Nukem 3D,9/24/2008,3D Realms,3D Realms,FPS,Mature,Xbox 360
Worms: Open Warfare,3/7/2007,Team17,Team17,Artillery,Everyone +10,PlayStation 3
"Prinny 2: Dawn of Operation Panties, Dood!",1/10/2011,Nippon Ichi Software,NIS America,2D Platformer,Teen,PSP
Picross 3D: Round 2,9/1/2016,HAL Labs,Nintendo,Logic Puzzle,Everyone,3DS
Rogue Lords,9/30/2021,Leikir Studio,Nacon,Roguelike,Teen,PlayStation 4
MAG,1/26/2010,Zipper Interactive,SCEA,Tactical FPS,Teen,PlayStation 3
Uncharted 2: Among Thieves,10/13/2009,Naughty Dog,SCEA,Linear Action Adventure,Teen,PlayStation 3
TerRover,9/7/2010,Creat Studios,Sony Online Entertainment,Auto Racing Sim,Everyone,PlayStation 3
Metal Fatigue,7/31/2000,Zono Inc.,TalonSoft,Real-Time Strategy,Teen,PC
Summer in Mara,6/16/2020,Chibig,Chibig,Adventure,Everyone +10,Nintendo Switch
Azure Striker Gunvolt: Striker Pack,11/21/2017,Inti Creates,Inti Creates,Compilation,Teen,3DS
Raskulls,12/29/2010,Halfbrick Studios,Halfbrick Studios,Action Puzzle,Everyone +10,Xbox 360
Still There,11/20/2019,GhostShark Games,Iceberg Interactive,Adventure,Teen,PC
Mario & Luigi: Bowser's Inside Story,9/14/2009,Alphadream Corporation,Nintendo,JRPG,Everyone,DS
Deadly Premonition 2: A Blessing in Disguise,7/10/2020,TOYBOX,Rising Star Games,Survival,Mature,Nintendo Switch
Harbinger,2/26/2003,Silverback Entertainment,DreamCatcher Interactive,Action RPG,Teen,PC
7 Days to Die,6/28/2016,Iron Galaxy Studios,Telltale Games,Survival,Mature,PlayStation 4
Dead or Alive,3/31/1998,Team Ninja,Tecmo,3D Fighting,Teen,PlayStation
Akimi Village,6/15/2011,NinjaBee,Sony Online Entertainment,Miscellaneous,Everyone,PlayStation 3
The Disney Afternoon Collection,4/18/2017,Digital Eclipse,Capcom,Compilation,Everyone +10,Xbox One
Fell Seal: Arbiter's Mark,4/30/2019,6 Eyes Studio,1C Entertainment,Turn-Based Tactics,Teen,PC
Little Deviants,2/15/2012,Bigbig Studios,SCEA,Party,Everyone +10,PlayStation Vita
Fighter Destiny 2,7/14/2000,Opus,SouthPeak Games,3D Fighting,Teen,Nintendo 64
Hard Reset Redux,6/3/2016,Flying Wild Hog,Gambitious,FPS,Mature,PlayStation 4
Turok 2: Seeds of Evil Remaster,8/9/2019,Night Dive Studios,Night Dive Studios,FPS,Mature,PC
Virtua Athlete 2000,8/10/2001,Hitmaker,Agetec,Athletics,Everyone,Dreamcast
Wipeout 3,9/23/1999,Psygnosis,Psygnosis,Future Racing,Everyone,PlayStation
Aliens Versus Predator 2: Primal Hunt Expansion Pack,8/13/2002,Third Law Interactive,Sierra Entertainment,FPS,Mature,PC
Tactical Ops: Assault on Terror,4/24/2002,Kamehan Studios,Infogrames,FPS,Mature,PC
Naval Warfare,5/19/2010,Games Distillery,Microsoft Game Studios,Top-Down Shoot-'Em-Up,Everyone +10,Xbox 360
Pokemon White Version,3/6/2011,Game Freak,Nintendo,Trainer RPG,Everyone,DS
Mutant Year Zero: Road to Eden,12/4/2018,The Bearded Ladies Consulting,Funcom,Turn-Based Tactics,Mature,PlayStation 4
Stronghold Legends,10/23/2006,FireFly Studios,2K Games,Real-Time Strategy,Teen,PC
Rush'N Attack Ex-Patriot,3/30/2011,Vatra,Konami,2D Platformer,Mature,Xbox 360
History Legends of War: Patton,11/6/2012,Enigma Software Productions,Maximum Games,Turn-Based Strategy,Teen,PlayStation Vita
The Persistence VR,7/24/2018,Firesprite,Firesprite,First-Person Adventure,Mature,PlayStation 4
Robinson: The Journey,11/8/2016,Crytek,Sony Interactive Entertainment,Action Adventure,Everyone,PC
Soul of Darkness,7/5/2010,Gameloft,Gameloft,Adventure,Teen,DS
Adam's Venture Chronicles,2/4/2014,Vertigo Games,Playlogic,Action,Everyone,PlayStation 3
Road Rash: Jailbreak,9/11/2003,Magic Pockets,Electronic Arts,Auto Racing,Teen,Game Boy Advance
Spy Hunter,9/24/2001,Paradigm Entertainment,Midway,Auto Racing,Teen,PlayStation 2
Viewtiful Joe: Double Trouble!,11/18/2005,Clover Studio,Capcom,2D Beat-'Em-Up,Teen,DS
Pac-Man Museum,2/26/2014,Namco Bandai Games,Namco Bandai Games,Compilation,Everyone,PlayStation 3
Sled Storm,3/11/2002,Electronic Arts,EA Sports Big,Arcade Racing,Teen,PlayStation 2
Blood of the Werewolf,10/28/2013,Scientifically Proven,Midnight City,2D Platformer,Teen,PC
Membrane,2/22/2018,Perfect Hat,Perfect Hat,Action Puzzle,Everyone,Nintendo Switch
F.E.A.R. Files,11/6/2007,TimeGate Studios,Sierra Entertainment,FPS,Mature,Xbox 360
EA Sports MMA,10/19/2010,EA Tiburon,EA Sports,Combat Sport,Teen,PlayStation 3
Escape from Monkey Island,11/8/2000,LucasArts,LucasArts,Third-Person Adventure,Teen,PlayStation 2
Touhou Kobuto V: Burst Battle,10/10/2017,CUBETYPE,NIS America,3D Fighting,Teen,PlayStation 4
Trash Panic,6/4/2009,SCEJ,SCEA,Puzzle,Everyone,PlayStation 3
El Matador,9/29/2006,Plastic Reality,Red Mile Entertainment,Third Person Shooter,Mature,PC
PlanetSide 2,11/20/2012,Sony Online Entertainment,Sony Online Entertainment,Tactical FPS,Teen,PC
Final Fantasy Tactics A2: Grimoire of the Rift,6/24/2008,Square Enix,Square Enix,Turn-Based Tactics,Everyone +10,DS
Randall,6/6/2017,We The Force,We The Force,2D Platformer,Teen,PlayStation 4
Blade II,9/2/2002,Mucky Foot Productions,Activision,3D Beat-'Em-Up,Mature,PlayStation 2
Just Dance 2,10/12/2010,Ubisoft,Ubisoft,Dancing,Everyone +10,Wii
eFootball 2022,9/30/2021,Konami,Konami,Soccer Sim,Everyone,PC
Worms Revolution Extreme,10/8/2013,Team17,Team17,Turn-Based Strategy,Everyone +10,PlayStation Vita
Painkiller,4/12/2004,People Can Fly,DreamCatcher Interactive,FPS,Mature,PC
GRID Autosport,6/24/2014,Codemasters,Codemasters,Auto Racing Sim,Everyone,Xbox 360
Full Mojo Rampage,6/28/2016,Over the Top Games,Nicalis,Action RPG,Teen,PC
Timespinner,6/4/2019,Lunar Ray Games,Chucklefish,Metroidvania,Teen,PC
Ragnarok Odyssey,10/30/2012,Game Arts,XSEED Games,Action RPG,Teen,PlayStation Vita
Naruto Shippuden: Kizuna Drive,3/22/2011,Premium Agency,Namco Bandai Games,Action,Teen,PSP
Super Blood Hockey,4/26/2019,Kittehface Software,Digerati Distribution,Hockey,Mature,PC
James Noir's Hollywood Crimes,11/1/2011,Ubisoft,Ubisoft,Puzzle,Teen,iOS (iPhone/iPad)
Jack Keane 2: The Fire Within,6/28/2013,Deck 13,Nordic Games Publishing,Adventure,Teen,PC
Fatal Fury Special,9/5/2007,Mine Loader,SNK Playmore,2D Fighting,Teen,Nintendo Switch
Skul: The Hero Slayer,1/21/2021,SouthPAW Games,Neowiz,2D Platformer,Teen,PC
Death Stranding: Director's Cut,9/24/2021,Kojima Productions,Sony Interactive Entertainment,Open-World Action,Mature,PlayStation 5
Operation Flashpoint: Red River,6/7/2011,Codemasters,Codemasters,FPS,Mature,PC
Super Motherload,11/15/2013,XGenStudios,XGenStudios,Action Puzzle,Everyone +10,PlayStation 4
X-Men: Reign of Apocalypse,9/25/2001,Digital Eclipse,Activision,2D Beat-'Em-Up,Everyone +10,Game Boy Advance
God Wars: Future Past,6/20/2017,Kadokawa,NIS America,Turn-Based Tactics,Teen,PlayStation Vita
Shin Megami Tensei V,11/12/2021,Atlus,Atlus,RPG,Mature,Nintendo Switch
King Arthur II: The Role-Playing Wargame,1/27/2012,NeocoreGames,Paradox Interactive,Strategy,Teen,PC
Sega Smash Pack,9/23/2002,CodeFire,THQ,Compilation,Everyone,Game Boy Advance
Atelier Ryza 2: Lost Legends & the Secret Fairy,1/26/2021,Gust,Koei Tecmo Games,JRPG,Teen,Nintendo Switch
Syberia II,3/30/2004,Microids,The Adventure Company,Third-Person Adventure,Teen,Nintendo Switch
Danganronpa S: Ultimate Summer Camp,12/3/2021,Spike Chunsoft,Spike Chunsoft,Party,Mature,Nintendo Switch
The Denpa Men: They Came By Wave,9/27/2012,Genius Sonority Inc.,Genius Sonority Inc.,RPG,Everyone,3DS
Disco Elysium: The Final Cut,3/30/2021,ZA/UM,ZA/UM,Western RPG,Mature,PC
Vampire: The Masquerade - Shadows of New York,9/10/2020,Draw Distance,Draw Distance,Visual Novel,Mature,PC
Wooden Sen'SeY,7/24/2014,Upper Byte,Neko Entertainment,2D Platformer,Everyone +10,PC
Mario Party 8,5/29/2007,Hudson,Nintendo,Party,Everyone,Wii
The Medium,1/28/2021,Bloober Team,Bloober Team,Survival,Mature,PC
Bejeweled 2 Deluxe,11/22/2005,PopCap,Oberon Media,Matching Puzzle,Everyone,Xbox 360
S.T.A.L.K.E.R.: Shadow of Chernobyl,3/20/2007,GSC Game World,THQ,FPS,Mature,PC
Disney Infinity 3.0 Edition,8/30/2015,Avalanche Software,Disney Interactive Studios,Action Adventure,Everyone +10,Xbox One
Darknet,3/7/2017,Archiact Interactive Ltd.,Archiact Interactive Ltd.,Puzzle,Everyone +10,PC
GTI Club Supermini Festa!,3/16/2010,Konami,Konami,Auto Racing,Everyone,PSP
Rocketbirds: Hardboiled Chicken,10/18/2011,Ratloop Asia Pte Ltd,Ratloop Asia Pte Ltd,2D Platformer,Teen,PlayStation 3
Mission: Impossible: Operation Surma,12/8/2003,Paradigm Entertainment,Atari SA,Action Adventure,Teen,Xbox
Detention,1/12/2017,Red Candle Games,Red Candle Games,Adventure,Mature,PC
.hack//G.U. vol. 3//Redemption,9/10/2007,CyberConnect2,Namco Bandai Games,Action RPG,Teen,PlayStation 2
Thrillville,11/21/2006,Frontier Developments,LucasArts,Strategy,Everyone +10,PlayStation 2
WildStar,6/3/2014,Carbine Studios,NCSOFT,MMORPG,Teen,PC
The Lord of the Rings: Tactics,11/8/2005,Amaze Entertainment,EA Games,Turn-Based Tactics,Teen,PSP
Ratchet & Clank Future: Tools of Destruction,10/23/2007,Insomniac Games,SCEA,3D Platformer,Everyone +10,PlayStation 3
Planet of the Apes,9/19/2001,Visiware Studios,Ubisoft,Action Adventure,Teen,PC
Mass Effect Legendary Edition,5/14/2021,BioWare,Electronic Arts,Compilation,Mature,PlayStation 4
Her Majesty's SPIFFING,12/7/2016,BillyGoat Entertainment Ltd,BillyGoat Entertainment Ltd,Point-and-Click,Teen,PC
Trouble Witches Neo!,4/27/2011,Adventure Planning Service,SNK Playmore,Horizontal Shoot-'Em-Up,Teen,Xbox 360
Kirby: Squeak Squad,12/4/2006,Flagship,Nintendo,2D Platformer,Everyone,DS
Little Nightmares II,2/11/2021,Tarsier Studios,Bandai Namco Games,Linear Action Adventure,Teen,Nintendo Switch
Fire Pro Wrestling World,8/28/2018,ZEX corporation,Spike Chunsoft,Wrestling,Teen,PC
Cake Bash,10/15/2020,High Tea Frog,Coatsink Software,Party,Everyone,PC
Capcom Classics Collection Reloaded,10/24/2006,Klein Computer Entertainment,Capcom,Compilation,Teen,PSP
X-Men: The Arcade Game,12/15/2010,Konami,Konami,2D Beat-'Em-Up,Everyone +10,iOS (iPhone/iPad)
R-Type Dimensions,2/4/2009,Southend Interactive,Tozai Games,Compilation,Everyone,Xbox 360
Code Lyoko: Quest for Infinity,11/16/2007,The Game Factory,The Game Factory,Action Adventure,Everyone +10,Wii
Stronghold,10/21/2001,FireFly Studios,Gathering,Real-Time Strategy,Teen,PC
The 25th Ward: The Silver Case,3/13/2018,Grasshopper Manufacture,NIS America,Visual Novel,Mature,PC
Gunvalkyrie,3/18/2002,Smilebit,Sega,Third Person Shooter,Teen,Xbox
Metroid: Samus Returns,9/15/2017,Mercury Steam,Nintendo,Metroidvania,Everyone +10,3DS
Clubhouse Games: 51 Worldwide Classics,6/5/2020,Nd Cube,Nintendo,Party,Everyone,Nintendo Switch
Middle-earth: Shadow of Mordor,9/30/2014,Monolith Productions,Warner Bros. Interactive Entertainment,Open-World Action,Mature,PlayStation 4
Rumble Roses,11/9/2004,Yuke's,Konami,Wrestling,Mature,PlayStation 2
Burn Zombie Burn,3/26/2009,Doublesix,Pinnacle,Top-Down Shoot-'Em-Up,Mature,PlayStation 3
Rally Challenge 2000,6/30/2000,Genki,SouthPeak Games,Auto Racing Sim,Everyone,Nintendo 64
NecroVisioN,5/18/2009,The Farm 51,Aspyr,FPS,Mature,PC
Untold Legends: Dark Kingdom,11/13/2006,Sony Online Entertainment,Sony Online Entertainment,Action RPG,Teen,PlayStation 3
Jumping Joe & Friends,5/25/2018,Vixa Games,QubicGames,2D Platformer,Everyone,Nintendo Switch
Samurai Shodown II,9/10/2008,SNK Playmore,SNK Playmore,2D Fighting,Teen,Nintendo Switch
Persona Dancing: Endless Night Collection,12/4/2018,Atlus,Atlus,Compilation,Teen,PlayStation 4
Necromunda: Underhive Wars,9/8/2020,Rogue Factor,Focus Home Interactive,Turn-Based Tactics,Mature,PC
Marvel vs. Capcom 2,7/29/2009,Backbone Entertainment,Capcom,2D Fighting,Teen,PlayStation 2
Big Air Freestyle,9/13/2002,Paradigm Entertainment,Infogrames,Arcade Racing,Teen,GameCube
The Darkness II,2/7/2012,Digital Extremes,2K Games,FPS,Mature,Xbox 360
Farming Simulator 15,5/19/2015,Giants Software,Focus Home Interactive,Virtual Career,Everyone,PC
Tactics Ogre: Let Us Cling Together,2/14/2011,Square Enix,Square Enix,Turn-Based Tactics,Teen,PSP
Kokuga,6/27/2013,G.Rev,G.Rev,Top-Down Shoot-'Em-Up,Everyone,3DS
Metal Gear Solid 3: Subsistence,3/14/2006,Kojima Productions,Konami,Action Adventure,Mature,PlayStation 2
300: March to Glory,2/27/2007,Collision Studios,Warner Bros. Interactive Entertainment,3D Beat-'Em-Up,Mature,PSP
Ninja Gaiden: Dragon Sword,3/25/2008,Team Ninja,Tecmo,Action Adventure,Teen,DS
Poseidon,6/25/2001,Impressions Games,Sierra Entertainment,Management,Everyone,PC
And Yet It Moves,8/23/2010,Broken Rules,Broken Rules,2D Platformer,Everyone,Wii
Darkwatch,8/16/2005,High Moon Studios,Capcom,FPS,Mature,Xbox
Assassin's Creed Valhalla: The Siege of Paris,8/12/2021,Ubisoft Singapore,Ubisoft,Open-World Action,Mature,Xbox Series X
Suikoden Tactics,11/8/2005,Konami,Konami,Turn-Based Tactics,Teen,PlayStation 2
Chibi-Robo! Zip Lash,10/9/2015,Skip Ltd.,Nintendo,2D Platformer,Everyone,3DS
Darkspore,4/25/2011,Maxis,Electronic Arts,Action RPG,Teen,PC
Resident Evil 7: biohazard - Banned Footage Vol. 2,2/14/2017,Capcom,Capcom,Survival,Mature,PlayStation 4
Killing Floor: Incursion,5/1/2018,Tripwire Interactive,Tripwire Interactive,Light Gun,Mature,PC
Night Watch,6/26/2006,Nival Interactive,cdv Software,Western RPG,Teen,PC
Boom Blox,5/6/2008,EA LA,Electronic Arts,Puzzle,Everyone,Wii
Nobunaga's Ambition: Rise to Power,2/5/2008,Koei,Koei,Real-Time Strategy,Teen,PlayStation 2
DOOM 3 BFG Edition,10/16/2012,id Software,Bethesda Softworks,FPS,Mature,Nintendo Switch
Battletoads,8/20/2020,Dlala Studios,Xbox Game Studios,Action,Everyone +10,Xbox One
Star Ocean: Second Evolution,1/19/2009,TOSE,Square Enix,JRPG,Teen,PSP
Pac-Man Museum+,5/27/2022,Bandai Namco Games,Bandai Namco Games,Compilation,Everyone,PC
Hospital Tycoon,6/5/2007,Big Red Software,Codemasters,Tycoon,Everyone +10,PC
Planescape: Torment,12/14/1999,Black Isle Studios,Interplay,Western RPG,Teen,PC
Anno 2205,11/2/2015,Blue Byte,Ubisoft,Management,Everyone +10,PC
Happy Feet,11/13/2006,Artificial Mind and Movement,Midway,Party,Everyone,PC
Unravel Two,6/9/2018,Coldwood Interactive,Electronic Arts,2D Platformer,Everyone,PlayStation 4
Alundra,1/8/1998,Matrix Software,Working Designs,Open-World Action,Teen,PlayStation
Make War,4/16/2020,No Gravity Games,No Gravity Games,Turn-Based Strategy,Teen,Nintendo Switch
Dishonored: The Knife of Dunwall,4/16/2013,Arkane Studios,Bethesda Softworks,Action Adventure,Mature,PlayStation 3
Marvel's Guardians of the Galaxy,10/26/2021,Eidos Montreal,Square Enix,Linear Action Adventure,Teen,PlayStation 4
Assassin's Creed III - The Infamy,2/19/2013,Ubisoft Quebec,Ubisoft,Open-World Action,Mature,PC
Blitzkrieg: Rolling Thunder,11/30/2004,La Plata,cdv Software,Real-Time Tactics,Teen,PC
Astonishia Story,6/6/2006,Sonnori,Ubisoft,JRPG,Everyone +10,PSP
Hatsune Miku: Project Diva X,8/30/2016,Sega,Sega,Rhythm,Teen,PlayStation Vita
STONE,9/21/2018,Convict Games,Convict Games,Third-Person Adventure,Mature,PC
Medal of Honor: Allied Assault - Spearhead,11/12/2002,EA LA,EA Games,FPS,Teen,PC
Wave Race: Blue Storm,11/17/2001,Nintendo Software Technology,Nintendo,Arcade Racing,Everyone,GameCube
Kirby's Epic Yarn,10/17/2010,Good-Feel,Nintendo,2D Platformer,Everyone,Wii
Legion Arena,11/22/2005,Slitherine,Strategy First,Turn-Based Strategy,Mature,PC
Kelly Slater's Pro Surfer,9/16/2002,Treyarch,Activision,Surfing,Everyone,GameCube
New Gundam Breaker,6/22/2018,Bandai Namco Games,Bandai Namco Games,Action,Teen,PlayStation 4
Dragon Ball: Origins,11/4/2008,Game Republic,Atari SA,Action Adventure,Teen,DS
Pearl Harbor Trilogy - 1941: Red Sun Rising,7/5/2010,Arcade Moon,Legendo Entertainment,Aircraft Combat Sim,Teen,Wii
The Amazing Spider-Man,6/26/2012,Beenox,Activision,Action Adventure,Teen,DS
Tekken Tag Tournament 2,9/11/2012,Namco Bandai Games,Namco Bandai Games,3D Fighting,Teen,PlayStation 3
Borderlands 3,9/13/2019,Gearbox Software,2K Games,FPS,Mature,PlayStation 4
nail'd,11/30/2010,Techland,Deep Silver,Auto Racing,Everyone +10,PlayStation 3
Skate It,11/19/2008,Electronic Arts,Electronic Arts,Skating,Everyone,DS
Metal Gear Solid: The Twin Snakes,3/9/2004,Silicon Knights,Konami,Action Adventure,Mature,GameCube
Scooby-Doo! Unmasked,9/12/2005,Artificial Mind and Movement,THQ,3D Platformer,Everyone,PlayStation 2
Overwatch,5/23/2016,Blizzard Entertainment,Blizzard Entertainment,Tactical FPS,Teen,PC
Spirit Camera: The Cursed Memoir,4/13/2012,Tecmo Koei Games,Nintendo,Survival,Teen,3DS
Cube Life: Island Survival,6/4/2015,Cypronia,Cypronia,Sandbox,Everyone +10,Wii U
Dave Mirra Freestyle BMX 2,9/6/2001,"Z-Axis, Ltd.",Acclaim,Biking,Teen,PlayStation 2
Sonic Boom: Shattered Crystal,11/11/2014,Sanzaru Games,Sega,2D Platformer,Everyone,3DS
Alone in the Dark: The New Nightmare,6/25/2001,Spiral House,Infogrames,Survival,Mature,PlayStation
Operation Babel: New Tokyo Legacy,5/16/2017,Experience Inc.,NIS America,Roguelike,Mature,PlayStation Vita
Crimson Shroud,12/13/2012,Nex Entertainment,Level 5,RPG,Teen,3DS
Flyhunter Origins,12/9/2014,Steel Wool Games,Ripstone,2D Platformer,Everyone +10,PlayStation Vita
Fireburst,6/14/2013,exDream,Bigben Interactive,Auto Racing Sim,Teen,PC
Bangai-O HD: Missile Fury,5/4/2011,Treasure,D3Publisher,Vertical Shoot-'Em-Up,Everyone +10,Xbox 360
Apollo Justice: Ace Attorney,2/19/2008,Capcom,Capcom,Visual Novel,Teen,DS
Vexx,2/11/2003,Acclaim Studios Austin,Acclaim,3D Platformer,Teen,Xbox
Manhunt,11/18/2003,Rockstar North,Rockstar Games,Action Adventure,Mature,Xbox
Bug Fables: The Everlasting Sapling,5/28/2020,Moonsprout Games,DANGEN Entertainment,Action RPG,Everyone,PC
Super Stardust Ultra,2/10/2015,D3T,SCEA,Top-Down Shoot-'Em-Up,Everyone,PlayStation 4
Emergency: Fighters for Life,7/31/1998,TopWare Interactive,WizardWorks,Strategy,Everyone,PC
"Sam & Max Episode 205: What's New, Beelzebub?",4/10/2008,Telltale Games,Telltale Games,Point-and-Click,Teen,iOS (iPhone/iPad)
No Man's Land,10/20/2003,Related Designs,cdv Software,Real-Time Strategy,Teen,PC
Resident Evil Code: Veronica,2/29/2000,NexTech,Capcom,Survival,Mature,Dreamcast
Assassin's Creed Odyssey,10/2/2018,Ubisoft Quebec,Ubisoft,Open-World Action,Mature,PlayStation 4
ZHEROS,1/15/2016,Rimlight Studios,Rimlight Studios,3D Beat-'Em-Up,Everyone +10,PC
Death Squared,7/13/2017,SMG Studio,SMG Studio,Action Puzzle,Everyone,PC
Call of Duty: World at War,11/10/2008,Treyarch,Activision,FPS,Mature,PC
The Secrets of Da Vinci: The Forbidden Manuscript,6/7/2006,Kheops Studio,Tri Synergy,Point-and-Click,Everyone +10,PC
Manifold Garden,10/18/2019,William Chyr Studio LLC,William Chyr Studio LLC,Action Adventure,Everyone,PlayStation 4
Stacking,2/9/2011,Double Fine Productions,THQ,Action Puzzle,Everyone +10,PlayStation 3
Star Raiders (2011),5/11/2011,Incinerator Games,Atari SA,Space Combat Sim,Everyone +10,Xbox 360
The Legend of Zelda,6/2/2004,Nintendo,Nintendo,Open-World Action,Everyone,Game Boy Advance
Aquaman: Battle for Atlantis,7/30/2003,Lucky Chicken,TDK Mediactive,Action Adventure,Teen,GameCube
Sonic Forces,11/7/2017,Sonic Team,Sega,3D Platformer,Everyone +10,PlayStation 4
Hitman: Absolution,11/20/2012,Io Interactive,Square Enix,Action Adventure,Mature,PC
Halo: Combat Evolved,11/15/2001,Bungie,Microsoft Game Studios,FPS,Mature,PC
Gotham City Impostors,2/8/2012,Monolith Productions,Warner Bros. Interactive Entertainment,FPS,Teen,PlayStation 3
Rayman 3,3/4/2003,Ubisoft,Ubisoft,2D Platformer,Everyone,Game Boy Advance
Silhouette Mirage: Reprogrammed Hope,12/31/1999,Treasure,Working Designs,2D Platformer,Everyone,PlayStation
The Matrix: Path of Neo,11/7/2005,Shiny Entertainment,Atari SA,Action Adventure,Teen,PC
Hatsune Miku: Project Diva MegaMix,5/15/2020,Sega AM2,Sega,Rhythm,Teen,Nintendo Switch
Final Fantasy XII,10/31/2006,Square Enix,Square Enix,JRPG,Teen,PlayStation 2
